Social Behaviour,ConflictResolution,MoralAlignment,Intelligence,Ambition,Loyalty,Leadership,RiskTaker,SenseOfHumor,Curiosity,Adaptibility,Cunning,Patience,House
['Ambivert'],['Mediator'],['Opportunist'],9.75,9.42,5.9,7.51,7.84,5.61,6.79,8.67,8.89,6.07,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.63,4.7,5.42,5.65,5.13,5.56,9.64,7.78,6.4,7.69,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.37,4.18,8.87,0.68,3.31,8.97,6.72,5.14,2.29,9.67,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.3,8.13,9.53,8.33,9.24,7.65,6.15,6.88,4.4,5.83,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.93,9.49,3.25,7.55,9.76,5.23,7.52,9.18,8.3,6.3,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.33,3.32,6.26,4.65,5.44,6.82,9.57,8.52,5.35,7.13,Ravenclaw
['Ambivert'],['Mediator'],['Opportunist'],3.94,1.45,8.69,1.05,0.65,8.79,4.38,6.2,2.59,9.33,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.88,7.88,8.92,9.52,7.72,9.86,7.78,6.89,5.19,4.4,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.88,9.51,9.72,9.66,8.53,4.95,7.99,8.3,9.57,6.32,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.52,7.67,7.51,4.64,3.92,4.99,8.42,8.52,5.38,7.72,Ravenclaw
['Ambivert'],['Avoidant'],['Idealist'],3.37,4.27,8.69,4.97,2.71,6.52,6.22,6.35,3.21,9.18,Hufflepuff
['Extrovert'],['Confrontational'],['Realist'],6.71,7.22,6.6,6.58,8.17,7.61,7.98,6.64,5.0,5.16,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.56,9.37,7.82,8.28,9.09,4.42,6.09,9.92,8.92,7.38,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.8,4.11,6.91,4.77,4.65,4.51,9.34,8.38,5.53,7.89,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.79,2.05,9.56,5.03,4.3,8.68,6.01,6.07,3.18,9.16,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.38,9.44,7.83,9.01,9.16,7.42,7.83,6.03,4.26,5.94,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.72,9.01,1.3,7.79,7.05,4.13,8.88,8.71,8.5,6.72,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.81,4.96,7.64,5.07,3.02,7.65,8.5,8.02,6.22,7.75,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.26,3.59,8.52,3.73,0.71,8.66,6.67,7.61,2.63,9.56,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.53,8.13,8.99,5.42,7.87,7.52,5.55,8.71,5.62,4.17,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.54,9.34,1.73,8.38,8.77,5.93,8.59,9.44,8.96,6.55,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.66,6.34,8.78,5.36,4.08,7.18,9.97,7.52,6.55,7.34,Ravenclaw
['Introvert'],['Mediator'],['Idealist'],2.41,5.31,8.6,4.71,0.33,6.85,6.91,7.35,3.41,9.51,Hufflepuff
['Extrovert'],['Avoidant'],['Idealist'],6.96,8.34,6.46,8.58,8.09,7.16,5.39,8.34,4.32,4.36,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.69,9.29,7.94,9.54,7.56,4.75,7.02,8.45,9.03,7.89,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.52,4.82,5.18,4.09,3.55,6.42,9.81,7.9,6.34,7.67,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.36,4.33,9.29,1.03,5.63,7.44,4.78,8.63,2.22,9.64,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.16,9.57,6.98,9.46,8.83,8.69,7.42,6.03,5.49,5.69,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.32,9.97,6.57,8.22,8.72,4.38,8.46,8.15,9.77,7.54,Slytherin
['Introvert'],['Confrontational'],['Realist'],9.98,6.03,9.55,4.69,4.85,5.4,9.39,8.58,6.91,7.52,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.78,2.66,9.52,5.02,0.87,8.91,6.1,6.71,2.83,9.15,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.62,7.19,9.84,8.7,7.57,7.19,5.12,8.35,5.07,5.78,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.93,9.42,6.37,7.65,8.14,4.18,7.34,8.83,8.38,6.79,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.67,3.45,5.07,5.66,5.23,5.47,9.66,8.26,6.45,7.48,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.88,4.54,9.84,0.85,2.77,6.74,5.72,7.67,2.99,9.39,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.12,9.54,6.66,9.33,8.94,7.57,5.98,8.05,4.58,4.61,Gryffindor
['Introvert'],['Mediator'],['Opportunist'],8.62,9.33,8.61,8.84,7.41,4.79,7.84,9.71,9.52,6.26,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.32,6.47,9.15,4.85,3.99,4.79,8.89,7.11,5.82,7.07,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.16,5.43,8.29,4.25,0.45,8.44,5.5,8.43,3.35,9.78,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.99,9.48,9.44,9.28,8.37,8.39,6.79,6.23,4.2,4.99,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.87,9.23,9.95,9.04,9.48,5.33,6.75,9.32,9.48,7.01,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.1,6.24,5.55,3.32,3.03,7.61,8.99,8.89,5.99,7.21,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.81,4.48,9.31,2.58,3.46,6.7,5.85,5.15,2.87,9.23,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.08,8.67,6.3,5.42,8.88,8.79,7.58,8.11,4.26,4.76,Gryffindor
['Ambivert'],['Confrontational'],['Opportunist'],7.25,9.37,4.97,8.28,9.31,5.64,8.79,8.14,9.43,6.61,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.15,6.44,6.69,4.23,5.24,4.77,9.93,8.46,6.23,7.58,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.44,1.05,8.17,1.9,1.96,7.89,4.16,7.44,3.42,9.58,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.84,9.55,9.02,6.35,8.83,7.32,6.67,8.63,4.75,5.28,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.65,9.73,3.77,7.25,8.11,5.39,7.99,8.38,8.18,7.1,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.29,7.9,9.97,4.23,5.0,6.15,8.96,7.15,5.86,7.98,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.2,3.73,8.83,4.91,4.19,7.59,6.54,5.15,3.11,9.28,Hufflepuff
['Extrovert'],['Avoidant'],['Idealist'],6.37,7.65,6.41,8.51,9.51,8.99,7.79,7.23,5.25,5.33,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.32,9.11,9.83,9.06,8.17,5.67,7.83,8.67,8.4,7.04,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.31,5.52,6.09,3.5,5.51,5.82,9.46,8.9,6.96,7.98,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.49,6.75,8.78,1.71,4.2,6.35,4.07,7.25,3.97,9.65,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.39,7.7,9.52,7.93,7.82,8.06,7.68,8.54,4.48,5.92,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.82,9.95,6.46,7.21,9.53,3.23,7.29,9.69,8.04,7.46,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.38,7.22,5.58,4.06,4.93,4.95,8.4,7.17,6.11,7.44,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.01,3.71,8.94,5.24,1.17,8.09,6.5,7.52,2.35,9.35,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.07,9.76,6.78,8.96,7.61,8.04,5.71,6.82,5.48,5.15,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.97,9.64,7.89,9.44,7.38,4.72,6.55,8.41,9.97,6.1,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.84,6.2,7.16,3.57,4.71,6.45,8.36,8.95,6.22,7.58,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.27,1.09,9.62,2.05,4.37,7.86,5.7,7.15,2.04,9.97,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.1,7.84,7.57,7.44,7.73,8.18,7.65,8.05,5.45,4.87,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.54,9.47,8.96,9.7,8.96,4.24,8.23,8.02,8.13,7.34,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.39,7.09,5.37,3.68,4.96,7.38,9.63,8.5,6.95,7.83,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.83,0.04,9.1,1.5,3.76,8.82,4.29,8.95,3.65,9.3,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.86,9.87,6.39,8.09,9.08,9.82,7.51,8.84,4.14,5.89,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.38,9.27,7.19,8.59,9.01,4.11,8.35,8.29,8.13,6.59,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.42,6.13,8.54,5.79,3.31,5.5,9.01,7.3,5.92,7.7,Ravenclaw
['Ambivert'],['Avoidant'],['Idealist'],5.61,4.57,8.9,3.26,3.31,7.98,6.89,5.09,2.03,9.06,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.14,7.08,6.37,5.73,7.91,9.99,5.72,8.9,4.09,5.55,Gryffindor
['Introvert'],['Confrontational'],['Opportunist'],8.49,9.58,5.31,9.12,7.35,5.03,6.46,9.51,9.17,6.53,Slytherin
['Ambivert'],['Avoidant'],['Realist'],9.66,5.98,7.34,4.71,4.9,6.91,8.63,8.32,5.98,7.06,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.06,0.43,8.22,0.3,2.12,6.02,4.51,8.2,3.28,9.26,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.11,9.61,6.7,9.14,7.93,7.69,7.64,6.31,4.84,4.37,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.1,9.55,4.61,8.58,7.21,3.71,6.47,8.93,9.41,6.73,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.07,7.47,7.44,5.2,4.97,6.63,8.67,8.05,6.91,7.82,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.82,2.69,8.65,4.58,5.19,8.57,5.37,8.0,3.2,9.2,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.26,9.95,6.42,5.67,8.35,9.05,7.15,8.74,4.6,4.15,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.84,9.87,6.05,7.15,8.73,4.69,8.02,8.27,8.31,6.92,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.37,5.83,8.04,3.38,3.42,4.0,9.09,8.4,5.61,7.15,Ravenclaw
['Introvert'],['Mediator'],['Idealist'],5.67,3.76,8.26,5.34,3.59,6.46,4.02,7.44,3.77,9.71,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.24,8.15,9.56,5.96,9.09,8.92,6.84,6.24,4.84,4.16,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.7,9.99,8.77,8.98,7.88,4.1,8.9,9.7,8.46,7.27,Slytherin
['Introvert'],['Confrontational'],['Realist'],8.18,4.6,8.75,5.31,4.05,6.05,8.09,7.47,5.34,7.49,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.75,5.23,9.13,3.94,2.32,6.97,4.53,8.47,3.73,9.43,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.93,8.88,9.56,8.61,8.32,9.63,5.65,7.24,5.02,5.31,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.32,9.28,6.58,8.65,8.55,3.88,6.74,8.88,9.33,6.06,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.77,7.55,9.79,5.68,3.71,7.29,9.33,7.12,5.93,7.86,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.55,5.48,9.08,5.18,3.18,6.56,4.73,5.93,2.46,9.41,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.06,8.45,6.43,8.27,8.61,9.13,5.19,7.29,4.01,5.65,Gryffindor
['Ambivert'],['Mediator'],['Realist'],5.59,9.75,0.0,8.43,8.56,4.35,6.88,9.39,8.11,6.11,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.42,5.63,9.51,3.81,3.99,4.66,9.83,7.68,5.19,7.91,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.02,1.84,8.55,0.35,5.93,6.61,6.72,8.0,2.77,9.15,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.62,8.45,7.65,6.17,8.16,8.33,5.56,6.74,5.33,4.89,Gryffindor
['Ambivert'],['Avoidant'],['Opportunist'],6.86,9.43,9.13,7.64,9.83,4.53,7.9,9.98,8.58,6.29,Slytherin
['Introvert'],['Confrontational'],['Realist'],9.8,7.72,7.72,5.75,4.94,7.26,9.52,8.96,6.09,7.84,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.57,5.99,8.97,3.35,3.07,7.93,6.61,8.27,2.1,9.81,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.32,7.84,9.56,5.03,8.9,7.22,6.9,6.01,4.1,4.36,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.55,9.92,3.79,9.86,9.89,5.95,7.02,8.34,8.02,6.7,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.5,3.84,8.79,3.78,5.21,6.23,9.85,7.71,5.48,7.06,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.89,6.3,9.89,1.86,3.8,6.57,4.97,7.83,3.54,9.12,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.31,7.13,9.37,7.18,9.22,7.44,5.75,6.62,4.34,5.41,Gryffindor
['Extrovert'],['Mediator'],['Idealist'],7.63,9.8,2.11,8.37,9.72,4.93,7.55,8.45,8.15,6.28,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.92,5.0,8.28,5.0,4.03,5.81,8.91,7.66,6.47,7.39,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.83,5.35,9.44,1.03,2.48,8.73,5.07,8.54,3.53,9.73,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.64,7.54,8.55,7.79,9.4,9.53,7.92,7.0,4.04,4.38,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.47,9.28,5.6,9.64,7.27,3.98,7.36,8.12,9.92,7.46,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.59,7.37,9.06,5.1,4.85,6.21,8.19,8.71,5.05,7.45,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.18,0.28,8.1,5.02,2.98,7.87,5.65,5.86,3.63,9.13,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.08,9.46,8.1,5.46,9.11,9.9,5.18,6.57,5.88,4.56,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.11,9.72,5.48,7.46,7.49,5.9,6.97,9.01,9.57,6.34,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.72,5.6,9.6,5.26,4.72,7.74,9.31,8.41,5.22,7.2,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.4,0.6,8.66,4.53,5.67,6.04,6.33,7.08,3.41,9.07,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.6,9.81,7.28,8.84,8.3,7.51,6.75,8.26,5.8,5.68,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.37,9.18,7.15,8.71,8.65,5.09,8.63,9.64,8.75,6.66,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.58,7.85,5.27,3.93,3.57,4.93,8.12,7.08,5.4,7.64,Ravenclaw
['Ambivert'],['Avoidant'],['Realist'],3.57,4.15,8.76,0.51,4.3,7.11,4.76,7.24,3.11,9.47,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.9,9.16,9.38,9.73,8.3,9.72,6.67,6.4,4.26,5.29,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.88,9.09,5.38,7.58,9.23,3.82,7.02,9.0,9.16,7.88,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.3,3.19,8.65,3.82,3.77,7.92,8.35,8.93,5.97,7.97,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.69,1.06,9.37,2.1,0.04,7.07,5.85,7.26,4.0,9.9,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.88,8.39,7.11,8.89,9.86,8.74,7.62,8.02,4.62,5.53,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.41,9.07,8.97,8.41,9.37,3.05,8.7,8.35,8.54,6.14,Slytherin
['Introvert'],['Avoidant'],['Idealist'],9.48,7.37,5.72,4.57,4.03,4.74,8.24,8.96,6.99,7.22,Ravenclaw
['Ambivert'],['Confrontational'],['Realist'],2.87,2.97,9.3,4.14,1.52,7.12,5.57,7.71,2.59,9.45,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.18,9.52,7.05,6.92,9.58,7.8,5.65,8.5,5.6,5.03,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.17,9.17,5.44,9.57,8.99,5.21,7.66,9.82,9.83,7.69,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.83,4.51,6.16,3.71,3.64,5.97,9.61,7.85,6.91,7.95,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.43,4.83,9.48,5.86,1.27,7.75,4.52,5.22,2.45,9.99,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.8,8.08,6.55,8.62,9.06,9.16,7.28,6.29,5.15,4.31,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.53,9.41,2.17,9.93,8.12,4.53,8.51,9.85,9.34,7.29,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.87,7.18,5.4,3.48,4.11,7.91,8.17,7.79,6.31,7.96,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.02,5.42,8.6,5.71,5.63,6.36,4.2,5.43,3.61,9.91,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.73,9.75,6.37,6.47,7.25,8.97,7.41,8.4,5.95,5.61,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.93,9.66,9.4,8.56,7.16,5.38,7.95,8.16,8.16,7.39,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.68,3.79,6.98,5.3,5.94,6.91,9.69,7.65,5.15,7.4,Ravenclaw
['Ambivert'],['Confrontational'],['Realist'],1.0,5.31,8.82,2.96,0.68,7.03,6.23,8.99,2.44,9.23,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.57,8.34,7.3,5.35,8.75,7.36,7.76,6.21,5.03,5.67,Gryffindor
['Ambivert'],['Avoidant'],['Opportunist'],7.62,9.39,6.55,9.59,9.17,5.5,6.42,9.39,9.66,6.64,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.23,7.71,5.68,4.08,4.67,6.02,8.66,8.5,5.84,7.76,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.7,4.11,9.69,1.8,0.26,8.34,4.68,7.99,2.59,9.1,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.94,8.5,9.81,9.46,8.14,8.27,5.92,7.12,4.89,4.29,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.43,9.38,3.87,7.64,7.75,5.01,6.89,8.8,9.83,6.06,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.56,7.51,5.99,4.1,4.3,4.91,9.75,7.88,5.38,7.13,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.13,0.85,9.73,4.8,3.12,6.25,6.4,5.29,3.44,9.16,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.28,8.28,8.07,6.01,9.48,7.51,7.02,8.09,5.8,5.15,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.44,9.79,3.22,9.03,8.56,3.33,7.59,9.88,9.03,6.62,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.03,4.74,5.48,5.37,4.54,4.48,8.37,8.59,6.57,7.29,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.0,3.76,9.25,2.57,2.42,6.44,4.82,5.4,3.9,9.17,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.32,7.22,6.64,9.7,8.48,7.06,6.48,6.07,5.48,5.59,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.01,9.43,4.0,8.76,8.69,5.37,6.39,8.67,8.01,6.64,Slytherin
['Introvert'],['Mediator'],['Realist'],8.76,6.47,6.88,5.83,4.23,5.98,9.41,7.01,5.72,7.18,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.92,4.42,8.29,2.84,2.49,6.37,4.66,7.98,3.96,9.29,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.41,7.01,9.22,6.4,9.05,7.59,5.77,6.7,4.4,5.13,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.68,9.28,1.56,8.51,8.72,4.2,8.9,9.05,9.57,6.47,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.17,4.2,5.73,3.99,3.97,7.37,8.33,7.91,5.88,7.61,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.69,6.19,8.35,1.1,2.87,6.11,6.12,5.46,2.56,9.59,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.32,7.73,6.12,9.78,8.57,9.42,5.93,6.27,5.96,4.78,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.15,9.21,3.27,8.4,9.98,5.59,8.55,8.19,9.69,7.26,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.83,7.1,7.05,4.97,5.03,7.33,8.25,8.43,5.51,7.45,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.98,4.78,9.67,2.18,1.4,7.86,4.07,8.48,3.81,9.9,Hufflepuff
['Introvert'],['Confrontational'],['Idealist'],8.95,9.33,6.33,7.4,8.82,7.18,7.21,7.83,5.13,5.72,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],7.27,9.07,2.8,7.21,9.12,4.39,7.1,8.51,9.74,6.43,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.11,7.45,8.8,3.21,3.69,4.95,8.28,8.6,6.82,7.82,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.83,4.98,8.43,5.89,5.67,6.84,5.68,7.02,3.52,9.87,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.63,8.79,6.07,8.89,7.61,8.83,7.87,6.19,4.26,5.5,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.32,9.51,3.43,9.36,7.63,5.33,6.03,8.09,9.23,7.91,Slytherin
['Introvert'],['Confrontational'],['Realist'],9.73,6.27,6.0,3.27,4.83,5.35,9.65,7.11,5.58,7.71,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.26,1.14,9.74,0.69,3.44,8.09,6.63,8.32,3.01,9.47,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.24,9.15,7.41,6.62,9.31,7.28,5.57,6.21,5.64,4.57,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.75,9.22,4.08,8.77,7.93,5.41,6.47,8.29,9.95,6.7,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.32,3.95,9.53,4.96,5.48,4.47,9.05,8.87,5.01,7.09,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.04,5.97,8.37,2.05,0.85,8.43,5.2,6.51,2.26,9.56,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.66,7.49,7.49,8.36,9.3,9.66,5.53,8.68,4.25,4.66,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.06,9.62,8.51,7.33,8.74,5.75,7.16,8.18,8.68,7.37,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.32,5.23,5.28,3.85,5.33,7.6,9.29,7.75,6.09,7.87,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.25,4.54,8.69,4.05,4.25,7.25,6.35,8.6,2.99,9.72,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.57,9.41,8.17,5.94,7.73,8.04,6.41,8.43,4.48,5.81,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.8,9.61,0.71,8.74,9.52,4.32,8.55,8.32,9.55,6.28,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.93,5.78,9.61,5.28,5.44,7.38,8.71,7.08,5.07,7.31,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.94,5.97,9.83,5.76,0.14,6.98,6.04,5.99,2.81,9.44,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.97,8.86,8.15,7.11,9.44,7.32,7.05,8.49,5.3,4.45,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.19,9.52,4.97,9.93,9.23,4.33,6.33,8.96,9.68,8.0,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.0,5.54,5.03,3.24,5.48,5.44,9.18,7.4,6.26,7.11,Ravenclaw
['Extrovert'],['Mediator'],['Idealist'],0.6,0.64,9.94,3.66,2.8,7.12,6.65,5.64,3.39,9.5,Hufflepuff
['Ambivert'],['Confrontational'],['Idealist'],8.28,9.78,9.12,5.28,9.13,7.37,7.56,7.4,5.74,4.52,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.3,9.47,4.83,7.35,7.16,5.69,7.19,9.17,9.36,7.07,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.4,4.92,7.14,3.13,4.12,5.57,9.5,7.3,5.25,7.48,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.33,1.31,9.53,3.2,2.22,6.99,5.54,6.59,2.52,9.14,Hufflepuff
['Introvert'],['Confrontational'],['Idealist'],6.63,8.04,8.94,8.32,8.38,9.29,5.18,6.91,5.31,5.33,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.31,9.28,8.37,8.16,7.64,5.42,8.16,9.63,9.97,6.58,Slytherin
['Introvert'],['Confrontational'],['Realist'],8.95,5.55,6.63,5.87,4.91,4.98,9.52,7.32,6.65,7.93,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.25,2.16,8.24,0.15,3.83,6.29,4.84,7.78,2.75,9.88,Hufflepuff
['Introvert'],['Confrontational'],['Opportunist'],8.84,7.38,9.05,5.01,9.27,7.09,7.33,8.14,5.67,5.4,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.77,9.56,6.58,9.7,9.11,4.88,7.9,9.47,9.16,6.08,Slytherin
['Introvert'],['Mediator'],['Realist'],9.29,6.39,5.17,5.71,4.82,5.32,9.49,8.11,6.05,7.83,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.07,5.59,8.42,5.47,2.81,6.32,4.17,5.45,4.0,9.15,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.73,9.17,9.12,7.32,8.89,9.06,7.81,8.45,4.14,4.23,Gryffindor
